rank	lemma	pos	count	pct	cum_pct
601	мешать	VERB	2127	0.0163	68.7191
602	фёдор	NOUN	2123	0.0163	68.7354
603	величество	NOUN	2123	0.0163	68.7517
604	иначе	ADVB	2122	0.0163	68.7680
605	главный	ADJF	2118	0.0163	68.7842
606	сесть	VERB	2117	0.0163	68.8005
607	директор	NOUN	2116	0.0162	68.8167
608	алексей	NOUN	2113	0.0162	68.8330
609	газета	NOUN	2112	0.0162	68.8492
610	оружие	NOUN	2111	0.0162	68.8654
611	василий	NOUN	2110	0.0162	68.8816
612	поздно	ADVB	2105	0.0162	68.8977
613	павел	NOUN	2103	0.0161	68.9139
614	получаться	VERB	2102	0.0161	68.9300
615	вспомнить	VERB	2100	0.0161	68.9461
616	зря	ADVB	2094	0.0161	68.9622
617	высокий	ADJF	2085	0.0160	68.9782
618	отвечать	VERB	2081	0.0160	68.9942
619	самолёт	NOUN	2081	0.0160	69.0102
620	билет	NOUN	2079	0.0160	69.0261
621	утром	ADVB	2076	0.0159	69.0421
622	сойти	VERB	2072	0.0159	69.0580
623	снова	ADVB	2070	0.0159	69.0739
624	ля	NOUN	2070	0.0159	69.0898
625	суд	NOUN	2064	0.0158	69.1056
626	известно	PRED	2062	0.0158	69.1214
627	понять	INFN	2050	0.0157	69.1372
628	жалко	ADVB	2039	0.0157	69.1528
629	дедушка	NOUN	2039	0.0157	69.1685
630	ветер	NOUN	2037	0.0156	69.1841
631	плохой	COMP	2026	0.0156	69.1997
632	окно	NOUN	2024	0.0155	69.2152
633	найти	INFN	2019	0.0155	69.2307
634	привезти	VERB	2015	0.0155	69.2462
635	зайти	VERB	2013	0.0155	69.2616
636	следующий	ADJF	2012	0.0154	69.2771
637	погибнуть	VERB	2012	0.0154	69.2925
638	книга	NOUN	2006	0.0154	69.3079
639	рассказывать	VERB	2006	0.0154	69.3233
640	дочка	NOUN	2003	0.0154	69.3387
641	король	NOUN	1998	0.0153	69.3540
642	деревня	NOUN	1995	0.0153	69.3694
643	лишь	PRCL	1983	0.0152	69.3846
644	никуда	ADVB	1979	0.0152	69.3998
645	офицер	NOUN	1977	0.0152	69.4149
646	вставать	VERB	1973	0.0151	69.4301
647	уезжать	VERB	1970	0.0151	69.4452
648	поезд	NOUN	1970	0.0151	69.4603
649	тихий	COMP	1970	0.0151	69.4755
650	телефон	NOUN	1965	0.0151	69.4906
651	похожий	ADJS	1964	0.0151	69.5056
652	солнце	NOUN	1957	0.0150	69.5207
653	часть	NOUN	1957	0.0150	69.5357
654	приятно	ADVB	1957	0.0150	69.5507
655	нормально	ADVB	1955	0.0150	69.5657
656	потерять	VERB	1952	0.0150	69.5807
657	чей	ADJF	1952	0.0150	69.5957
658	связь	NOUN	1950	0.0150	69.6107
659	встать	VERB	1945	0.0149	69.6256
660	так	ADVB	1942	0.0149	69.6405
661	берег	NOUN	1941	0.0149	69.6554
662	совет	NOUN	1938	0.0149	69.6703
663	объяснить	VERB	1936	0.0149	69.6851
664	катя	NOUN	1935	0.0149	69.7000
665	свадьба	NOUN	1934	0.0148	69.7148
666	серёжа	NOUN	1934	0.0148	69.7297
667	герой	NOUN	1933	0.0148	69.7445
668	анна	NOUN	1927	0.0148	69.7593
669	стрелять	VERB	1926	0.0148	69.7741
670	учиться	VERB	1925	0.0148	69.7889
671	сто	NOUN	1922	0.0148	69.8036
672	оказаться	VERB	1919	0.0147	69.8184
673	счёт	NOUN	1916	0.0147	69.8331
674	стоять	VERB	1913	0.0147	69.8478
675	разный	ADJF	1913	0.0147	69.8625
676	лететь	VERB	1910	0.0147	69.8771
677	попросить	VERB	1904	0.0146	69.8917
678	ехать	INFN	1896	0.0146	69.9063
679	пить	INFN	1896	0.0146	69.9208
680	плохой	ADJF	1896	0.0146	69.9354
681	век	NOUN	1890	0.0145	69.9499
682	приказать	VERB	1883	0.0145	69.9644
683	десять	NUMR	1881	0.0144	69.9788
684	страшно	ADVB	1881	0.0144	69.9932
685	заниматься	VERB	1879	0.0144	70.0077
